pedestrian_id,vehicle_id,frame_number,timestamp,pedestrian_x,pedestrian_y,vehicle_x,vehicle_y,vehicle_type,vehicle_speed,crossing_start_time,crossing_end_time,waiting_time,PET,TTC,gap_acceptance
gp_set_0001_vid_0001_ped_16,gp_set_0001_vid_0001_veh_3,432,17.28,352.57,971.4,939.36,974.7,motorcycle,0.8605,10.48,17.84,0.8,0.08,15.344,0.0
gp_set_0001_vid_0001_ped_16,gp_set_0001_vid_0001_veh_3,433,17.32,333.05,974.0,937.86,974.4,motorcycle,0.8605,10.48,17.84,0.8,0.08,15.8151,0.0
gp_set_0001_vid_0001_ped_16,gp_set_0001_vid_0001_veh_3,434,17.36,313.03,976.88,936.36,974.1,motorcycle,0.8605,10.48,17.84,0.8,0.08,16.2995,0.0
gp_set_0001_vid_0001_ped_16,gp_set_0001_vid_0001_veh_3,435,17.4,293.0,979.75,934.86,973.8,motorcycle,0.8605,10.48,17.84,0.8,0.08,16.7846,0.0
gp_set_0001_vid_0001_ped_16,gp_set_0001_vid_0001_veh_3,436,17.44,272.98,982.63,933.36,973.5,motorcycle,0.8605,10.48,17.84,0.8,0.08,17.2698,0.0
gp_set_0001_vid_0001_ped_16,gp_set_0001_vid_0001_veh_3,437,17.48,251.71,980.5,931.87,973.2,motorcycle,0.8577,10.48,17.84,0.8,0.08,17.8435,0.0
gp_set_0001_vid_0001_ped_16,gp_set_0001_vid_0001_veh_3,438,17.52,229.02,983.0,930.37,972.9,motorcycle,0.8605,10.48,17.84,0.8,0.08,18.3411,0.0
gp_set_0001_vid_0001_ped_16,gp_set_0001_vid_0001_veh_3,439,17.56,205.69,987.3,928.87,972.6,motorcycle,0.8605,10.48,17.84,0.8,0.08,18.9142,0.0
gp_set_0001_vid_0001_ped_16,gp_set_0001_vid_0001_veh_3,440,17.6,180.47,992.15,927.37,972.3,motorcycle,0.8605,10.48,17.84,0.8,0.08,19.5373,0.0
gp_set_0001_vid_0001_ped_38,gp_set_0001_vid_0001_veh_43,4442,177.68,1411.62,1192.6,74.0,1184.85,car,6.2293,175.92,178.8,0.0,0.0,4.8316,0.0
gp_set_0001_vid_0001_ped_38,gp_set_0001_vid_0001_veh_43,4443,177.72,1424.08,1192.6,85.0,1183.57,car,6.232,175.92,178.8,0.0,0.0,4.8347,0.0
gp_set_0001_vid_0001_ped_38,gp_set_0001_vid_0001_veh_43,4444,177.76,1447.21,1194.4,96.0,1182.28,car,6.2299,175.92,178.8,0.0,0.0,4.8802,0.0
gp_set_0001_vid_0001_ped_38,gp_set_0001_vid_0001_veh_43,4445,177.8,1475.66,1183.7,107.0,1181.0,car,6.2293,175.92,178.8,0.0,0.0,4.9436,0.0
gp_set_0001_vid_0001_ped_38,gp_set_0001_vid_0001_veh_43,4446,177.84,1504.99,1176.6,116.28,1184.45,car,5.5664,175.92,178.8,0.0,0.0,5.6134,0.0
gp_set_0001_vid_0001_ped_38,gp_set_0001_vid_0001_veh_43,4447,177.88,1538.78,1173.0,125.55,1187.9,car,5.5664,175.92,178.8,0.0,0.0,5.7127,0.0
gp_set_0001_vid_0001_ped_38,gp_set_0001_vid_0001_veh_43,4448,177.92,1568.13,1169.4,134.82,1191.35,car,5.5664,175.92,178.8,0.0,0.0,5.7943,0.0
gp_set_0001_vid_0001_ped_38,gp_set_0001_vid_0001_veh_43,4449,177.96,1597.77,1169.4,144.1,1194.8,car,5.5664,175.92,178.8,0.0,0.0,5.8767,0.0
gp_set_0001_vid_0001_ped_38,gp_set_0001_vid_0001_veh_43,4450,178.0,1619.99,1167.9,152.09,1201.7,car,5.9383,175.92,178.8,0.0,0.0,5.5633,0.0
gp_set_0001_vid_0001_ped_38,gp_set_0001_vid_0001_veh_43,4451,178.04,1631.09,1170.9,160.07,1208.6,car,5.9362,175.92,178.8,0.0,0.0,5.5774,0.0
gp_set_0001_vid_0001_ped_38,gp_set_0001_vid_0001_veh_43,4452,178.08,1639.24,1178.3,168.06,1215.5,car,5.9362,175.92,178.8,0.0,0.0,5.578,0.0
gp_set_0001_vid_0001_ped_38,gp_set_0001_vid_0001_veh_43,4453,178.12,1651.09,1175.3,176.05,1222.4,car,5.9383,175.92,178.8,0.0,0.0,5.5917,0.0
gp_set_0001_vid_0001_ped_38,gp_set_0001_vid_0001_veh_43,4454,178.16,1664.39,1172.3,184.47,1215.93,car,5.9708,175.92,178.8,0.0,0.0,5.5793,0.0
gp_set_0001_vid_0001_ped_38,gp_set_0001_vid_0001_veh_43,4455,178.2,1691.06,1176.7,192.88,1209.45,car,5.972,175.92,178.8,0.0,0.0,5.6459,0.0
gp_set_0001_vid_0001_ped_38,gp_set_0001_vid_0001_veh_43,4456,178.24,1712.53,1147.1,201.28,1202.97,car,5.972,175.92,178.8,0.0,0.0,5.6976,0.0
gp_set_0001_vid_0001_ped_38,gp_set_0001_vid_0001_veh_43,4457,178.28,1730.31,1144.1,209.7,1196.5,car,5.9708,175.92,178.8,0.0,0.0,5.7336,0.0
gp_set_0001_vid_0001_ped_38,gp_set_0001_vid_0001_veh_43,4458,178.32,1745.87,1144.1,214.66,1195.62,car,2.8336,175.92,178.8,0.0,0.0,12.1654,0.0
gp_set_0001_vid_0001_ped_38,gp_set_0001_vid_0001_veh_43,4459,178.36,1768.85,1148.5,219.62,1194.75,car,2.8354,175.92,178.8,0.0,0.0,12.2993,0.0
gp_set_0001_vid_0001_ped_38,gp_set_0001_vid_0001_veh_43,4460,178.4,1778.62,1144.38,224.59,1193.88,car,2.8354,175.92,178.8,0.0,0.0,12.3382,0.0
gp_set_0001_vid_0001_ped_38,gp_set_0001_vid_0001_veh_43,4461,178.44,1789.95,1141.3,229.55,1193.0,car,2.8336,175.92,178.8,0.0,0.0,12.3972,0.0
gp_set_0001_vid_0001_ped_38,gp_set_0001_vid_0001_veh_43,4462,178.48,1803.31,1140.3,235.6,1191.3,car,3.5349,175.92,178.8,0.0,0.0,9.9839,0.0
gp_set_0001_vid_0001_ped_38,gp_set_0001_vid_0001_veh_43,4463,178.52,1813.6,1140.3,242.5,1191.3,car,3.8813,175.92,178.8,0.0,0.0,9.1126,0.0
gp_set_0001_vid_0001_ped_38,gp_set_0001_vid_0001_veh_43,4465,178.6,1831.87,1146.43,251.15,1186.1,car,4.352,175.92,178.8,0.0,0.0,8.1749,0.0
gp_set_0001_vid_0001_ped_38,gp_set_0001_vid_0001_veh_43,4466,178.64,1841.12,1134.08,255.45,1174.0,car,7.2233,175.92,178.8,0.0,0.0,4.9408,0.0
gp_set_0001_vid_0001_ped_38,gp_set_0001_vid_0001_veh_43,4467,178.68,1856.05,1131.0,258.9,1168.8,car,3.5102,175.92,178.8,0.0,0.0,10.2403,0.0
gp_set_0001_vid_0001_ped_38,gp_set_0001_vid_0001_veh_43,4468,178.72,1900.28,1126.88,264.95,1168.8,car,3.4031,175.92,178.8,0.0,0.0,10.8157,0.0
gp_set_0001_vid_0001_ped_38,gp_set_0001_vid_0001_veh_43,4469,178.76,1905.94,1135.11,265.8,1165.3,car,2.026,175.92,178.8,0.0,0.0,18.2181,0.0
gp_set_0001_vid_0001_ped_38,gp_set_0001_vid_0001_veh_43,4470,178.8,1911.09,1132.03,271.85,1185.0,car,11.592,175.92,178.8,0.0,0.0,3.1834,0.0
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_44,5095,203.8,426.69,942.4,291.31,1007.1,motorcycle,10.3024,203.76,205.84,2.12,0.36,0.3277,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_44,5096,203.84,418.86,945.3,290.56,1008.4,motorcycle,0.8442,203.76,205.84,2.12,0.36,3.8105,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_44,5097,203.88,414.56,943.9,289.81,1009.7,motorcycle,0.8442,203.76,205.84,2.12,0.36,3.7589,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_44,5098,203.92,409.9,946.8,289.06,1006.8,motorcycle,1.6842,203.76,205.84,2.12,0.36,1.8024,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_44,5099,203.96,403.49,944.7,286.51,1012.2,motorcycle,3.3591,203.76,205.84,2.12,0.36,0.9046,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_44,5100,204.0,398.14,946.1,283.97,1008.0,motorcycle,2.7638,203.76,205.84,2.12,0.36,1.0573,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_44,5101,204.04,391.73,947.5,281.42,1003.8,motorcycle,2.7624,203.76,205.84,2.12,0.36,1.0087,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_44,5102,204.08,384.96,945.4,278.87,999.6,motorcycle,2.7638,203.76,205.84,2.12,0.36,0.9698,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_44,5103,204.12,382.11,946.1,277.37,999.6,motorcycle,0.8438,203.76,205.84,2.12,0.36,3.1363,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_44,5104,204.16,375.31,946.8,275.87,999.6,motorcycle,0.8438,203.76,205.84,2.12,0.36,3.0022,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_44,5105,204.2,368.88,941.1,274.37,999.6,motorcycle,0.8438,203.76,205.84,2.12,0.36,2.964,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_44,5106,204.24,362.47,945.4,272.87,999.6,motorcycle,0.8438,203.76,205.84,2.12,0.36,2.7924,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_44,5107,204.28,354.27,944.0,267.32,999.9,motorcycle,3.1264,203.76,205.84,2.12,0.36,0.7439,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_44,5108,204.32,349.61,943.3,261.77,1000.2,motorcycle,3.1236,203.76,205.84,2.12,0.36,0.7538,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_44,5109,204.36,339.61,942.59,256.23,1000.5,motorcycle,3.1236,203.76,205.84,2.12,0.36,0.7312,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_44,5110,204.4,334.23,940.4,250.68,1000.8,motorcycle,3.1264,203.76,205.84,2.12,0.36,0.7419,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_44,5111,204.44,325.29,937.5,246.94,1000.2,motorcycle,2.1334,203.76,205.84,2.12,0.36,1.0584,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_44,5112,204.48,319.92,938.9,243.19,999.6,motorcycle,2.1334,203.76,205.84,2.12,0.36,1.0318,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_44,5113,204.52,312.78,934.61,239.45,999.0,motorcycle,2.1307,203.76,205.84,2.12,0.36,1.0305,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_44,5114,204.56,306.35,936.04,235.7,998.4,motorcycle,2.1334,203.76,205.84,2.12,0.36,0.9938,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_44,5115,204.6,300.63,935.33,234.65,1000.2,motorcycle,1.1722,203.76,205.84,2.12,0.36,1.776,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_44,5116,204.64,290.63,933.9,233.61,1002.0,motorcycle,1.1722,203.76,205.84,2.12,0.36,1.705,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_44,5117,204.68,285.63,931.04,233.75,1003.8,motorcycle,1.016,203.76,205.84,2.12,0.36,1.9789,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_44,5118,204.72,274.2,930.33,230.9,1005.59,motorcycle,1.8955,203.76,205.84,2.12,0.36,1.0307,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_44,5119,204.76,265.62,931.76,218.6,1006.79,motorcycle,6.9488,203.76,205.84,2.12,0.36,0.2867,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_44,5120,204.8,262.05,932.47,206.31,1008.0,motorcycle,6.9493,203.76,205.84,2.12,0.36,0.3039,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_44,5121,204.84,262.05,929.61,194.01,1009.2,motorcycle,6.9488,203.76,205.84,2.12,0.36,0.339,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_44,5122,204.88,262.05,926.75,181.72,1010.4,motorcycle,6.9488,203.76,205.84,2.12,0.36,0.3755,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_44,5123,204.92,255.62,924.61,176.77,1015.8,motorcycle,4.1206,203.76,205.84,2.12,0.36,0.6583,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_44,5124,204.96,253.48,923.18,171.82,1021.2,motorcycle,4.1206,203.76,205.84,2.12,0.36,0.6966,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_44,5125,205.0,242.76,919.61,166.88,1026.6,motorcycle,4.1187,203.76,205.84,2.12,0.36,0.7166,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_44,5126,205.04,235.62,921.75,161.93,1032.0,motorcycle,4.1206,203.76,205.84,2.12,0.36,0.7241,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_44,5127,205.08,214.56,929.6,163.87,1031.4,motorcycle,1.1449,203.76,205.84,2.12,0.36,2.2348,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_44,5128,205.12,203.83,926.03,168.82,1027.2,motorcycle,3.6516,203.76,205.84,2.12,0.36,0.6597,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_44,5129,205.16,190.98,924.6,167.16,1028.4,motorcycle,1.1545,203.76,205.84,2.12,0.36,2.0756,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_44,5130,205.2,185.26,924.6,169.7,1029.6,motorcycle,1.5827,203.76,205.84,2.12,0.36,1.509,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_44,5131,205.24,170.98,922.46,162.5,1029.6,motorcycle,4.05,203.76,205.84,2.12,0.36,0.5971,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_44,5132,205.28,139.75,942.7,158.31,1029.6,motorcycle,2.3541,203.76,205.84,2.12,0.36,0.8493,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_44,5133,205.32,132.4,936.9,144.52,1024.8,motorcycle,8.216,203.76,205.84,2.12,0.36,0.243,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_44,5134,205.36,116.33,943.5,138.22,1026.6,motorcycle,3.6856,203.76,205.84,2.12,0.36,0.5246,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_44,5135,205.4,101.93,953.7,131.92,1028.4,motorcycle,3.6856,203.76,205.84,2.12,0.36,0.4914,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_44,5136,205.44,93.3,958.0,133.12,1027.2,motorcycle,0.9566,203.76,205.84,2.12,0.36,1.878,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_44,5138,205.52,72.28,949.4,122.33,1021.2,motorcycle,6.9496,203.76,205.84,2.12,0.36,0.2834,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_44,5139,205.56,59.87,955.4,114.53,1017.6,motorcycle,4.8323,203.76,205.84,2.12,0.36,0.3856,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_44,5140,205.6,46.45,966.5,111.23,1029.6,motorcycle,7.0006,203.76,205.84,2.12,0.36,0.2907,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_44,5141,205.64,38.73,957.9,107.93,1024.8,motorcycle,3.2765,203.76,205.84,2.12,0.36,0.661,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_44,5145,205.8,15.58,948.47,97.73,1017.6,motorcycle,7.0229,203.76,205.84,2.12,0.36,0.344,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_44,5146,205.84,5.72,946.76,94.1,1022.4,motorcycle,3.3852,203.76,205.84,2.12,0.36,0.7732,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_47,5095,203.8,426.69,942.4,640.97,978.53,car,8.4091,203.76,205.84,2.12,0.36,0.5814,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_47,5096,203.84,418.86,945.3,626.55,974.56,car,8.4103,203.76,205.84,2.12,0.36,0.5611,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_47,5097,203.88,414.56,943.9,612.14,970.58,car,8.4091,203.76,205.84,2.12,0.36,0.5335,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_47,5098,203.92,409.9,946.8,594.4,966.6,car,10.2268,203.76,205.84,2.12,0.36,0.4082,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_47,5099,203.96,403.49,944.7,592.59,965.73,car,1.1296,203.76,205.84,2.12,0.36,3.7897,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_47,5100,204.0,398.14,946.1,590.78,964.85,car,1.1296,203.76,205.84,2.12,0.36,3.8555,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_47,5101,204.04,391.73,947.5,588.98,963.98,car,1.1271,203.76,205.84,2.12,0.36,3.9515,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_47,5102,204.08,384.96,945.4,587.17,963.1,car,1.1321,203.76,205.84,2.12,0.36,4.0343,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_47,5103,204.12,382.11,946.1,585.64,964.55,car,1.1837,203.76,205.84,2.12,0.36,3.8848,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_47,5104,204.16,375.31,946.8,584.12,966.0,car,1.1816,203.76,205.84,2.12,0.36,3.993,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_47,5105,204.2,368.88,941.1,582.61,967.45,car,1.1816,203.76,205.84,2.12,0.36,4.1004,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_47,5106,204.24,362.47,945.4,581.08,968.9,car,1.1837,203.76,205.84,2.12,0.36,4.1795,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_47,5107,204.28,354.27,944.0,579.7,968.3,car,0.8464,203.76,205.84,2.12,0.36,6.027,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_47,5108,204.32,349.61,943.3,578.33,967.7,car,0.8439,203.76,205.84,2.12,0.36,6.133,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_47,5109,204.36,339.61,942.59,576.94,967.1,car,0.8464,203.76,205.84,2.12,0.36,6.3425,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_47,5110,204.4,334.23,940.4,575.57,966.5,car,0.8439,203.76,205.84,2.12,0.36,6.4725,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_47,5111,204.44,325.29,937.5,574.62,966.08,car,0.5817,203.76,205.84,2.12,0.36,9.7074,2.12
gp_set_0001_vid_0001_ped_39,gp_set_0001_vid_0001_veh_47,5112,204.48,319.92,938.9,573.68,965.65,car,0.584,203.76,205.84,2.12,0.36,9.8308,2.12
